name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,84,,,,,,,,113.3648314,23.0761,,,boundary node created by osm2gmns
,85,4571701205,,,,,,,113.3676063,23.0711414,,,
,86,4632248909,,,,,,,113.3645345,23.0692088,,,
,87,2188511758,,,,,,,113.3645715,23.0691191,,,
,88,4625133385,,,,,,,113.3654394,23.069108,,,
,89,4625133384,,,,,,,113.365869,23.0691077,,,
,90,1330950437,,,,,,,113.3672782,23.0691044,,,
,91,1330950398,,,,,,,113.3691395,23.0686117,,,
,92,4571701252,,,,,,,113.3709998,23.0668467,,,
,93,1330950467,,,,,,,113.3685804,23.0694542,,,
,94,1330950462,,,,,,,113.3766994,23.0618169,,,
,95,2188511769,,,,,,,113.3653661,23.0699599,,,
,96,2188531483,,,,,,,113.3672444,23.0716824,,,
,97,9037429316,,,,,,,113.3674684,23.0718605,,,
,98,1330950330,,,,,,,113.3693315,23.0730329,,,
,99,1330950430,,,,,,,113.3696002,23.0731752,,,
,100,9037429298,,,,,,,113.3712808,23.0738286,,,
,101,2188511764,,,,,,,113.3715117,23.0738947,,,
,102,6277965682,,,,,,,113.3732435,23.0742064,,,
,103,1330950399,,,,,,,113.3735946,23.074231,,,
,104,4632248923,,,,,,,113.3753799,23.0742476,,,
,105,2188511746,,,,,,,113.3658571,23.0705454,,,
,106,3072721252,,,,,,,113.3675154,23.0673499,,,
,107,4625133393,,,,,,,113.3675072,23.0655588,,,
,108,9168664583,,,,,,,113.3675029,23.0653936,,,
,109,2211242555,,,,,,,113.3674745,23.0637423,,,
,110,9037429419,,,,,,,113.3674814,23.0633155,,,
,111,1330950406,,,,,,,113.3675031,23.0620989,,,
,112,1332069396,,,,,,,113.3609901,23.0576066,,,
,113,1332069370,,,,,,,113.3619245,23.0580547,,,
,114,1332069430,,,,,,,113.3637274,23.0592311,,,
,115,1330950325,,,,,,,113.3643901,23.0598268,,,
,116,2211236885,,,,,,,113.3727025,23.0652934,,,
,117,9037429403,,,,,,,113.3717774,23.0648761,,,
,118,5222877917,,,,,,,113.3714807,23.0647216,,,
,119,2211236890,,,,,,,113.3697776,23.063837,,,
,120,9037429440,,,,,,,113.3694207,23.0636302,,,
,121,9037429412,,,,,,,113.3690472,23.0633837,,,
,122,2188511755,,,,,,,113.3680332,23.0625366,,,
,123,4625119345,,,,,,,113.3753833,23.0743337,,,
,124,1332070142,,,,,,,113.3734203,23.074034,,,
,125,2188531480,,,,,,,113.373892,23.0709603,,,
,126,1332070128,,,,,,,113.3753764,23.0709697,,,
,127,1332070140,,,,,,,113.3763766,23.0709657,,,
,128,9037429317,,,,,,,113.3775795,23.0727666,,,
,129,1332070138,,,,,,,113.3753754,23.072763,,,
,130,1332070148,,,,,,,113.3734279,23.072768,,,
,131,1332070146,,,,,,,113.3714752,23.0727706,,,
,132,2982817339,,,,,,,113.4097894,23.0752232,,,
,133,2982817338,,,,,,,113.4093344,23.0748908,,,
,134,1689775510,,,,,,,113.3601189,23.0457643,,,
,135,4411603875,,,,,,,113.3646112,23.0501543,,,
,136,9037429295,,,,,,,113.3714716,23.0735978,,,
,137,1332070136,,,,,,,113.3734247,23.0716279,,,
,138,2188531481,,,,,,,113.3734347,23.06922,,,
,139,9037429282,,,,,,,113.3608787,23.0577357,,,
,140,4632248922,,,,,,,113.3759584,23.0691686,,,
,141,4632248930,,,,,,,113.3758881,23.0692236,,,
,142,2211237362,,,,,,,113.3754488,23.0681351,,,
,143,2211242537,,,,,,,113.3788437,23.0738408,,,
,144,2211242557,,,,,,,113.3799403,23.074906,,,
,145,2211242549,,,,,,,113.3656122,23.0637475,,,
,146,2211242551,,,,,,,113.3636596,23.0637452,,,
,147,2211242542,,,,,,,113.3619313,23.0637562,,,
,148,4632248911,,,,,,,113.3656137,23.0619396,,,
,149,2211242539,,,,,,,113.3636569,23.061934,,,
,150,2211242556,,,,,,,113.362049,23.0619326,,,
,151,4632248910,,,,,,,113.3619585,23.0619134,,,
,152,2211242540,,,,,,,113.3636532,23.0655513,,,
,153,2211242543,,,,,,,113.3636502,23.0602944,,,
,154,1330950296,,,,,,,113.3698159,23.0692337,,,
,155,2211242770,,,,,,,113.3695207,23.0694507,,,
,156,,,,,,,,113.3629347,23.0761,,,boundary node created by osm2gmns
,157,2164963974,,,,,,,113.3626507,23.0750794,,,
,158,4571701251,,,,,,,113.3710814,23.0669122,,,
,159,2212686533,,,,,,,113.3696289,23.0690964,,,
,160,1330950411,,,,,,,113.3683552,23.0691042,,,
,161,2212686539,,,,,,,113.3692701,23.0692384,,,
,162,4571701213,,,,,,,113.3676955,23.0711961,,,
,163,1330950475,,,,,,,113.3679083,23.0692267,,,
,164,2991644726,,,,,,,113.3772035,23.0596342,,,
,165,4571701283,,,,,,,113.377147,23.0595674,,,
,166,4592745071,,,,,,,113.3807883,23.0560589,,,
,167,4637524866,,,,,,,113.3789576,23.0578651,,,
,168,1332071858,,,,,,,113.3896514,23.0492984,,,
,169,2245967715,,,,,,,113.3932397,23.0527358,,,
,170,2618115836,,,,,,,113.3930986,23.0541553,,,
,171,2245967717,,,,,,,113.3919793,23.0552617,,,
,172,1332071849,,,,,,,113.3898013,23.056933,,,
,173,1332071882,,,,,,,113.387766,23.0563671,,,
,174,2618133145,,,,,,,113.3870932,23.056395,,,
,175,1332071823,,,,,,,113.3858483,23.0560285,,,
,176,1332071809,,,,,,,113.3853489,23.0526725,,,
,177,8050995733,,,,,,,113.3861188,23.0513513,,,
,178,1332071851,,,,,,,113.3863929,23.0495954,,,
,179,1332071855,,,,,,,113.3895134,23.0491804,,,
,180,,,,,,,,113.3617961,23.0761,,,boundary node created by osm2gmns
仑头,181,623887559,motorway_junction,,,,,,113.3607544,23.0743554,,,
,182,8625656114,,,,,,,113.3614611,23.0748041,,,
,183,,,,,,,,113.3619507,23.0761,,,boundary node created by osm2gmns
,184,,,,,,,,113.3621236,23.0761,,,boundary node created by osm2gmns
,185,,,,,,,,113.3623528,23.0761,,,boundary node created by osm2gmns
,186,2538631546,crossing,,,,,,113.3859646,23.0357097,,,
,187,2538632118,,,,,,,113.385732,23.035577,,,
,188,4577443886,,,,,,,113.3788633,23.0578545,,,
,189,4411762416,,,,,,,113.3606293,23.039238,,,
,190,2538632354,,,,,,,113.3604512,23.039243,,,
,191,4411762417,crossing,,,,,,113.3600007,23.0458857,,,
,192,2538632288,,,,,,,113.3599584,23.0457526,,,
,193,4411762419,,,,,,,113.3599878,23.0456047,,,
,194,728704200,,,,,,,113.389078,23.0435238,,,
,195,728703798,,,,,,,113.3881713,23.0434939,,,
,196,4411762397,,,,,,,113.371468,23.049234,,,
,197,4668309431,,,,,,,113.3857199,23.0436929,,,
,198,2538718125,,,,,,,113.3881973,23.043326,,,
,199,2540493461,,,,,,,113.3953789,23.0414843,,,
,200,2540493082,,,,,,,113.3954301,23.0415262,,,
,201,2540493251,,,,,,,113.3963977,23.0423797,,,
,202,4668321975,,,,,,,113.4106331,23.0553267,,,
,203,2540493123,,,,,,,113.4104986,23.055413,,,
,204,4934264946,,,,,,,113.4102248,23.0554886,,,
,205,4581552693,,,,,,,113.3893812,23.0475826,,,
,206,4553912927,,,,,,,113.398184,23.038728,,,
,207,2540493202,,,,,,,113.3981125,23.0388803,,,
,208,2540492737,,,,,,,113.4011608,23.0403245,,,
,209,2540492674,,,,,,,113.4018466,23.043058,,,
,210,4668248552,,,,,,,113.3962899,23.0448765,,,
,211,4577485768,,,,,,,113.3952296,23.0459092,,,
,212,4412979674,,,,,,,113.3666075,23.0565002,,,
,213,9526153006,,,,,,,113.393871,23.0471515,,,
,214,2540493442,,,,,,,113.3939266,23.0472041,,,
,215,2540492689,,,,,,,113.394924,23.0480675,,,
,216,2540493419,,,,,,,113.3959395,23.0489429,,,
,217,2538718072,,,,,,,113.3937216,23.0450496,,,
,218,2540493183,,,,,,,113.3926607,23.0461162,,,
,219,4665620067,,,,,,,113.390777,23.0480554,,,
,220,728704139,,,,,,,113.3993981,23.0579714,,,
,221,2540493434,,,,,,,113.3928432,23.0551638,,,
,222,4649761387,,,,,,,113.3928018,23.0551035,,,
,223,4668309430,,,,,,,113.3856925,23.0435335,,,
,224,4664817925,,,,,,,113.4064419,23.060965,,,
,225,9419521213,,,,,,,113.4063208,23.0608606,,,
,226,4664813501,,,,,,,113.40618,23.0607001,,,
,227,728704317,,,,,,,113.3659196,23.0562979,,,
,228,627273364,,,,,,,113.399149,23.0396691,,,
,229,2540493081,,,,,,,113.3974238,23.0414258,,,
,230,2540492846,crossing,,,,,,113.3951136,23.0437409,,,
,231,4668264800,,,,,,,113.3950566,23.0437947,,,
,232,2540492721,,,,,,,113.3938026,23.044967,,,
,233,2540493079,,,,,,,113.3963755,23.0405129,,,
,234,2540493395,,,,,,,113.3964374,23.0405649,,,
,235,2538631704,,,,,,,113.3661928,23.0557929,,,
,236,728703909,,,,,,,113.3960378,23.0470027,,,
,237,4582769280,,,,,,,113.392003,23.0490863,,,
,238,2538717957,,,,,,,113.3765136,23.054235,,,
,239,2605757108,,,,,,,113.3814477,23.0539902,,,
,240,2610436543,,,,,,,113.3764327,23.0591056,,,
,241,2610436546,,,,,,,113.3762312,23.0592957,,,
,242,2610436544,,,,,,,113.3758692,23.0596421,,,
,243,2610436538,,,,,,,113.3761877,23.0587676,,,
,244,2610558046,,,,,,,113.3706704,23.0586558,,,
,245,2610558058,,,,,,,113.3712756,23.0590972,,,
,246,2610558071,,,,,,,113.3732563,23.0587065,,,
,247,2610558093,,,,,,,113.3698251,23.0578378,,,
,248,2610558097,,,,,,,113.3698436,23.0580363,,,
,249,2610558117,,,,,,,113.3699635,23.0595146,,,
,250,2610564895,,,,,,,113.3762139,23.0578905,,,
,251,2610564904,,,,,,,113.37256,23.0610672,,,
,252,2610564906,,,,,,,113.3721504,23.0611651,,,
,253,2610558073,,,,,,,113.3740809,23.0592119,,,
,254,2610564901,,,,,,,113.3743392,23.0594781,,,
,255,2610564902,,,,,,,113.3744906,23.0598238,,,
,256,2610564908,,,,,,,113.3725159,23.0614416,,,
,257,2610564926,,,,,,,113.3705304,23.0599389,,,
,258,2610564963,,,,,,,113.3757655,23.0597423,,,
,259,2610564944,,,,,,,113.3748848,23.0606273,,,
,260,2610564938,,,,,,,113.3748397,23.0604944,,,
,261,2610564945,,,,,,,113.3736149,23.0618618,,,
,262,728704159,,,,,,,113.3701355,23.0487288,,,
,263,2610785606,,,,,,,113.3698113,23.0509096,,,
,264,2610785607,,,,,,,113.367993,23.0537585,,,
,265,2610785609,,,,,,,113.3681227,23.0533541,,,
,266,2610785624,,,,,,,113.3692977,23.0524855,,,
,267,4411219732,,,,,,,113.3712782,23.0534403,,,
,268,2610785652,,,,,,,113.3689723,23.0484792,,,
,269,2610785660,,,,,,,113.3674645,23.0498621,,,
,270,4668248559,,,,,,,113.3940209,23.0428653,,,
,271,4668264799,,,,,,,113.3941009,23.0428875,,,
,272,2610862534,,,,,,,113.3973439,23.0456719,,,
,273,2610862535,,,,,,,113.3996544,23.043381,,,
,274,4637524870,,,,,,,113.4009715,23.0420108,,,
,275,3398347170,,,,,,,113.4005476,23.0441634,,,
,276,2610862619,,,,,,,113.4059006,23.0483165,,,
,277,2610862626,,,,,,,113.4042567,23.0490409,,,
,278,3114855480,,,,,,,113.403047,23.0498705,,,
,279,2610862647,,,,,,,113.4046161,23.053961,,,
,280,4658829478,,,,,,,113.4053092,23.0565941,,,
,281,3114855758,,,,,,,113.4053203,23.0566758,,,
,282,8432019757,,,,,,,113.4044851,23.0495659,,,
,283,2610862641,,,,,,,113.4054259,23.0516974,,,
,284,4649219383,,,,,,,113.4094402,23.0508759,,,
,285,7250179794,,,,,,,113.4052704,23.0521803,,,
,286,2610862645,,,,,,,113.4047683,23.0536994,,,
,287,2610862646,,,,,,,113.405474,23.0540193,,,
,288,2618115815,,,,,,,113.3917197,23.0543218,,,
,289,2618115829,,,,,,,113.3927069,23.053304,,,
,290,2618115827,,,,,,,113.392534,23.0529392,,,
,291,2618115834,,,,,,,113.3925997,23.0538586,,,
,292,4592847150,,,,,,,113.3902463,23.0591096,,,
,293,2618125702,,,,,,,113.3903372,23.0591365,,,
,294,4596423545,,,,,,,113.3937801,23.0625807,,,
,295,4592853319,,,,,,,113.3945516,23.0631744,,,
,296,2618125711,,,,,,,113.3969106,23.0663034,,,
,297,3114855846,,,,,,,113.385725,23.0664071,,,
,298,2538632253,,,,,,,113.3861126,23.06306,,,
,299,2538632487,,,,,,,113.3874802,23.0631719,,,
,300,1199442983,,,,,,,113.3877346,23.0603733,,,
,301,2618133141,,,,,,,113.3869744,23.0598693,,,
,302,2618133149,,,,,,,113.3893856,23.0587547,,,
,303,8042317253,,,,,,,113.3871362,23.0600053,,,
,304,5297528413,,,,,,,113.3888251,23.0596823,,,
,305,11145707248,,,,,,,113.3827861,23.0541001,,,
,306,1199440485,,,,,,,113.382686,23.0532708,,,
,307,11145707246,,,,,,,113.3838459,23.0531877,,,
,308,2618133158,,,,,,,113.3756495,23.0610475,,,
,309,2991644720,,,,,,,113.3765287,23.0618297,,,
,310,4637524869,,,,,,,113.3773605,23.0654298,,,
,311,4577387798,crossing,,,,,,113.3774963,23.0652991,,,
,312,4580962487,,,,,,,113.3789291,23.0638881,,,
,313,4580963230,,,,,,,113.3799121,23.0647299,,,
,314,4580962480,,,,,,,113.3799653,23.0647772,,,
,315,4577443909,,,,,,,113.3790806,23.0614805,,,
,316,728704341,,,,,,,113.3752784,23.0635343,,,
,317,4592745088,,,,,,,113.3828116,23.0579514,,,
,318,4596423552,,,,,,,113.3828992,23.0581241,,,
,319,2649699451,,,,,,,113.3697273,23.0479223,,,
,320,623887532,,,,,,,113.3659807,23.0500503,,,
,321,8625669317,,,,,,,113.3714653,23.0470092,,,
,322,4577387802,,,,,,,113.3702136,23.0477301,,,
,323,4665193212,,,,,,,113.3724226,23.0459923,,,
,324,8625669320,,,,,,,113.3713746,23.046845,,,
,325,4411649304,,,,,,,113.374512,23.0410873,,,
,326,2649699444,,,,,,,113.3719406,23.0466665,,,
,327,4411632950,,,,,,,113.3702841,23.047048,,,
,328,4411603870,,,,,,,113.365163,23.0502607,,,
,329,4411603931,,,,,,,113.366818,23.0492021,,,
,330,4411621639,,,,,,,113.3685002,23.0480828,,,
,331,8625669333,,,,,,,113.3710496,23.0465691,,,
,332,4411632980,,,,,,,113.3720783,23.0457415,,,
,333,2689582920,,,,,,,113.3584409,23.0544547,,,
,334,2689582928,,,,,,,113.3566036,23.0560256,,,
,335,2689582929,,,,,,,113.3565151,23.0561354,,,
,336,,,,,,,,113.3563,23.0562953,,,boundary node created by osm2gmns
,337,9037429467,,,,,,,113.3617315,23.0584991,,,
,338,2689590214,,,,,,,113.3616926,23.0585664,,,
,339,6386546457,,,,,,,113.3595609,23.0630781,,,
,340,2689590226,,,,,,,113.3587071,23.0671994,,,
,341,,,,,,,,113.3563,23.0715755,,,boundary node created by osm2gmns
,342,2692558458,,,,,,,113.3609425,23.0529053,,,
,343,4596423547,,,,,,,113.4091359,23.0747473,,,
,344,4635903481,,,,,,,113.4098369,23.075253,,,
,345,,,,,,,,113.4109526,23.0761,,,boundary node created by osm2gmns
,346,4571701287,,,,,,,113.3774775,23.0601254,,,
,347,4571701273,,,,,,,113.3766873,23.0600212,,,
,348,2991646650,,,,,,,113.3750286,23.0633442,,,
,349,4581048914,,,,,,,113.3796256,23.0618086,,,
,350,8663730325,,,,,,,113.3793207,23.061625,,,
,351,2245967733,,,,,,,113.3995543,23.0667933,,,
,352,4450465055,,,,,,,113.3989534,23.0660694,,,
,353,3072721243,,,,,,,113.3652471,23.0692109,,,
,354,3072721248,,,,,,,113.3650225,23.0696294,,,
,355,3072721255,,,,,,,113.363514,23.0674032,,,
,356,3072721256,,,,,,,113.3633969,23.0675719,,,
,357,,,,,,,,113.3563,23.0609831,,,boundary node created by osm2gmns
,358,2538631630,,,,,,,113.3986684,23.0656674,,,
,359,4668264814,crossing,,,,,,113.3816736,23.0368856,,,
,360,4668248540,crossing,,,,,,113.3817002,23.0370418,,,
,361,4531096080,,,,,,,113.3668627,23.075755,,,
,362,3114378547,,,,,,,113.3639471,23.072589,,,
,363,2610558103,,,,,,,113.3696156,23.0579229,,,
,364,2538631753,,,,,,,113.3861506,23.0742335,,,
,365,2538632144,,,,,,,113.3861094,23.0740312,,,
,366,3117790729,,,,,,,113.3866318,23.0743293,,,
,367,4658829425,,,,,,,113.3937189,23.0545555,,,
,368,4649761710,,,,,,,113.39437,23.0524252,,,
,369,3123406529,,,,,,,113.3944408,23.0524058,,,
,370,2538631824,,,,,,,113.3796263,23.0402073,,,
,371,4668248541,,,,,,,113.3797,23.0402056,,,
,372,8967654155,,,,,,,113.383539,23.040335,,,
,373,3114335691,,,,,,,113.3846497,23.0401086,,,
,374,2538631797,,,,,,,113.3860366,23.0355078,,,
,375,2540493077,,,,,,,113.3967952,23.0480766,,,
,376,2540492924,,,,,,,113.3938324,23.0510593,,,
,377,3398347139,,,,,,,113.3977017,23.0471091,,,
,378,4668248547,,,,,,,113.3981588,23.046496,,,
,379,3398347168,,,,,,,113.3982039,23.0464462,,,
,380,4149579668,,,,,,,113.401767,23.0430766,,,
,381,2540493417,,,,,,,113.400514,23.044499,,,
,382,3398347165,,,,,,,113.4012208,23.0436771,,,
,383,4668264807,,,,,,,113.3843093,23.0518797,,,
,384,,,,,,,,113.3740003,23.0338,,,boundary node created by osm2gmns
,385,,,,,,,,113.3563,23.0567376,,,boundary node created by osm2gmns
,386,,,,,,,,113.3563,23.0661583,,,boundary node created by osm2gmns
,387,4577443863,crossing,,,,,,113.369678,23.0480609,,,
,388,4577443864,,,,,,,113.3691528,23.0475904,,,
,389,4411100039,,,,,,,113.3600275,23.0587857,,,
,390,4411099488,,,,,,,113.3599688,23.0588145,,,
,391,,,,,,,,113.3563,23.0587026,,,boundary node created by osm2gmns
,392,4411158717,,,,,,,113.3600382,23.0449206,,,
,393,4412979666,,,,,,,113.3600905,23.0442368,,,
,394,4412979672,,,,,,,113.3669496,23.0569595,,,
,395,4411649313,,,,,,,113.3745474,23.0389022,,,
,396,4411649330,,,,,,,113.3745968,23.0393168,,,
,397,4412979669,,,,,,,113.3746567,23.0399449,,,
,398,4411632951,,,,,,,113.3700539,23.04699,,,
,399,8625669335,,,,,,,113.3707972,23.0464584,,,
,400,3121904444,,,,,,,113.3647366,23.0509759,,,
,401,4411603923,,,,,,,113.3671922,23.0494365,,,
,402,2538632540,crossing,,,,,,113.3644796,23.0504118,,,
,403,4411603928,,,,,,,113.3675773,23.0492371,,,
,404,4411621647,,,,,,,113.3685301,23.0475664,,,
,405,4577387803,,,,,,,113.3700493,23.0478413,,,
,406,2538718232,,,,,,,113.3699432,23.0484134,,,
,407,4411632976,,,,,,,113.3727029,23.0450689,,,
,408,4411632977,,,,,,,113.3713076,23.046126,,,
,409,4411633106,,,,,,,113.3730803,23.0452368,,,
,410,4577442764,,,,,,,113.3724967,23.0462329,,,
,411,4411633124,,,,,,,113.3722,23.0465349,,,
,412,4577443866,,,,,,,113.3736917,23.0434879,,,
,413,4577443867,,,,,,,113.3735222,23.0416898,,,
,414,4411649283,,,,,,,113.3733192,23.0442064,,,
,415,8614126635,,,,,,,113.374379,23.0416028,,,
,416,4411649323,,,,,,,113.3741336,23.0394521,,,
,417,8614126637,,,,,,,113.374379,23.0414297,,,
,418,4411649335,,,,,,,113.3741275,23.0407705,,,
,419,4411649343,,,,,,,113.3747193,23.0411114,,,
,420,4411649349,,,,,,,113.3751479,23.0413559,,,
,421,8614126639,,,,,,,113.3745436,23.041415,,,
,422,8614126636,,,,,,,113.3745169,23.0415893,,,
,423,4577387801,,,,,,,113.3744853,23.042528,,,
,424,4582757190,,,,,,,113.3715515,23.0490623,,,
,425,4581457875,,,,,,,113.3693717,23.0482426,,,
,426,4411762400,,,,,,,113.374123,23.0414561,,,
,427,4411649306,,,,,,,113.3747232,23.0413982,,,
,428,4450509815,,,,,,,113.3792228,23.0419198,,,
,429,4411762401,,,,,,,113.3740726,23.0390042,,,
,430,8614172917,,,,,,,113.3606258,23.0392914,,,
,431,4411762418,crossing,,,,,,113.3601612,23.0456234,,,
,432,8614131816,,,,,,,113.3604467,23.0392855,,,
,433,,,,,,,,113.3563,23.0446951,,,boundary node created by osm2gmns
,434,4664817927,,,,,,,113.3795295,23.0375402,,,
,435,4664813494,,,,,,,113.3747075,23.0415738,,,
,436,8280445512,,,,,,,113.3721264,23.0491705,,,
,437,9307639350,,,,,,,113.3649478,23.0515482,,,
,438,4664813493,,,,,,,113.37959,23.0376898,,,
,439,4450420777,,,,,,,113.3783552,23.0470682,,,
,440,4577443800,,,,,,,113.3785586,23.0472951,,,
,441,4668321977,,,,,,,113.3786077,23.0473482,,,
,442,4581515423,,,,,,,113.3842021,23.0518493,,,
,443,4668309429,,,,,,,113.3839581,23.0516646,,,
,444,4450509816,,,,,,,113.3996193,23.0578458,,,
,445,4664813490,,,,,,,113.4051285,23.059929,,,
,446,4664813500,,,,,,,113.4060817,23.0610251,,,
,447,4664813491,,,,,,,113.4062072,23.0606076,,,
,448,4664813492,,,,,,,113.4066391,23.0606453,,,
,449,4450420882,,,,,,,113.4057481,23.0602076,,,
,450,4450420899,,,,,,,113.4057042,23.0602655,,,
,451,4581142726,,,,,,,113.405106,23.0599951,,,
,452,4665637516,,,,,,,113.3904729,23.0572753,,,
,453,4665620073,,,,,,,113.3905847,23.0572709,,,
,454,4450465053,,,,,,,113.3996258,23.0667529,,,
,455,5164136554,,,,,,,113.3999771,23.067274,,,
,456,4450465048,,,,,,,113.3990432,23.0660289,,,
,457,4637571466,,,,,,,113.3982971,23.0658478,,,
,458,4934264957,,,,,,,113.3990636,23.0655004,,,
,459,4934264943,,,,,,,113.3989541,23.0659127,,,
,460,4450465069,,,,,,,113.3982972,23.0656815,,,
,461,4450465075,,,,,,,113.3984258,23.0653025,,,
,462,4450465076,,,,,,,113.39852,23.0653092,,,
,463,4450465081,,,,,,,113.399078,23.0653348,,,
,464,4450465082,,,,,,,113.3951791,23.060899,,,
,465,4450465087,,,,,,,113.3957746,23.0609642,,,
,466,2245967672,,,,,,,113.3956137,23.0617494,,,
,467,4596423549,,,,,,,113.3950384,23.0616698,,,
,468,4450420722,,,,,,,113.3795363,23.0380486,,,
,469,4934264958,,,,,,,113.3793008,23.0419606,,,
,470,4450606266,,,,,,,113.3994961,23.0581741,,,
,471,4450465035,,,,,,,113.3954611,23.0613768,,,
,472,4450606271,,,,,,,113.3953825,23.0614324,,,
,473,4450606272,,,,,,,113.3952875,23.0612737,,,
,474,8614093947,,,,,,,113.3909666,23.0575263,,,
,475,4665620071,,,,,,,113.3905838,23.0573437,,,
,476,4596423546,,,,,,,113.3953701,23.0612226,,,
,477,4450606273,,,,,,,113.3792019,23.042128,,,
,478,2692558467,,,,,,,113.3677005,23.0536057,,,
,479,4518667377,,,,,,,113.3668815,23.0533923,,,
,480,4664813499,,,,,,,113.3674458,23.0567735,,,
,481,,,,,,,,113.367324,23.0761,,,boundary node created by osm2gmns
,482,,,,,,,,113.3666916,23.0761,,,boundary node created by osm2gmns
,483,627273352,,,,,,,113.3890127,23.0352135,,,
,484,4553912896,,,,,,,113.3884357,23.0352229,,,
,485,4553912907,,,,,,,113.3798189,23.0376393,,,
,486,4553912920,,,,,,,113.3797784,23.0374793,,,
,487,8614237569,,,,,,,113.3985312,23.0389651,,,
,488,9195214479,,,,,,,113.4001711,23.0404952,,,
,489,4553912937,,,,,,,113.3925698,23.044397,,,
,490,2540492932,,,,,,,113.3916984,23.0452674,,,
,491,4581515397,,,,,,,113.3896931,23.0472366,,,
,492,4581531319,,,,,,,113.3921903,23.044683,,,
,493,4581531320,,,,,,,113.3920673,23.044188,,,
,494,2540493227,,,,,,,113.3925076,23.0443704,,,
,495,4581552692,,,,,,,113.3926942,23.0442685,,,
,496,4553958490,,,,,,,113.3980478,23.0388386,,,
,497,5221657076,,,,,,,113.3916205,23.0355547,,,
岭南印象园渡口,498,4564797131,,,,,,,113.4031984,23.0392576,,,
,499,2540493060,,,,,,,113.4018126,23.0431162,,,
,500,4668248549,,,,,,,113.3983562,23.0466056,,,
,501,4571701263,,,,,,,113.3767976,23.0618773,,,
,502,,,,,,,,113.3649531,23.0761,,,boundary node created by osm2gmns
,503,4571701238,,,,,,,113.3691942,23.0686607,,,
,504,4571701237,,,,,,,113.3686525,23.0695053,,,
,505,4571701267,,,,,,,113.3742976,23.0623962,,,
,506,4577387797,,,,,,,113.3744861,23.0629266,,,
,507,728703774,,,,,,,113.37408,23.0626292,,,
,508,2538631615,,,,,,,113.3739743,23.0627681,,,
,509,4580980193,,,,,,,113.3783119,23.0663,,,
,510,4577387799,,,,,,,113.3804026,23.0624858,,,
,511,4577387807,,,,,,,113.3708732,23.0488486,,,
,512,4577442727,,,,,,,113.3718885,23.0484836,,,
,513,4450420808,,,,,,,113.3729487,23.0473326,,,
,514,4637524863,,,,,,,113.3733118,23.0470372,,,
,515,4577443840,,,,,,,113.3787895,23.0471417,,,
,516,4450420695,,,,,,,113.3787555,23.0476195,,,
,517,4577443846,,,,,,,113.3783309,23.0475316,,,
,518,4577443860,,,,,,,113.3729582,23.0468929,,,
,519,4577443853,,,,,,,113.3737075,23.0468344,,,
,520,4577443859,,,,,,,113.3737307,23.047245,,,
,521,4577443861,,,,,,,113.373251,23.0470819,,,
,522,4577442773,,,,,,,113.3733864,23.0470838,,,
